"year","Player","school","conference","1B","BB","HBP","IBB","SB","CS"
2019,"Davis, Zack","UAB","C-USA",36,23,8,3,5,2
2019,"Fullerton, J Paul","UAB","C-USA",21,11,4,0,1,1
2019,"Johnson, Blake","UAB","C-USA",36,16,3,0,10,0
2019,"Ladner, Ian","UAB","C-USA",29,18,14,2,1,2
2019,"Morrow, Keegan","UAB","C-USA",5,10,4,0,1,2
2019,"Pharis, Carter","UAB","C-USA",40,36,4,1,8,2
2019,"Ralat, Antonio","UAB","C-USA",8,7,0,0,0,1
2019,"Schultz, Colton","UAB","C-USA",44,34,5,5,10,2
2019,"Tolbert, Tyler","UAB","C-USA",39,30,4,0,41,9
2019,"Triplett, Austin","UAB","C-USA",9,5,0,0,1,0
2019,"Waltman, Christian","UAB","C-USA",4,2,2,0,1,0
2019,"Wiley, Justin","UAB","C-USA",21,13,1,0,17,9
2013,"Barker, Kevin","UC Davis","Big West",23,9,8,0,1,0
2013,"Batty, Seth","UC Davis","Big West",16,10,3,0,3,1
2013,"Bily, Tanner","UC Davis","Big West",9,8,2,0,3,0
2013,"Brann, Spencer","UC Davis","Big West",25,13,5,2,0,1
2013,"Henderson, Spencer","UC Davis","Big West",13,5,1,0,2,1
2013,"Heptig, Evan","UC Davis","Big West",11,9,4,0,1,0
2013,"Lipson, Tino","UC Davis","Big West",51,14,4,0,10,3
2013,"Lynch, Nick","UC Davis","Big West",52,8,21,2,2,2
2013,"Mazzara, Mike","UC Davis","Big West",25,6,1,0,0,1
2013,"Patterson, Steven","UC Davis","Big West",52,18,10,3,1,0
2013,"Politi, Paul","UC Davis","Big West",42,26,5,4,2,1
2013,"Williams, John","UC Davis","Big West",48,6,4,0,5,5
2013,"Young, Adam","UC Davis","Big West",15,4,5,0,0,2
2014,"Barker, Kevin","UC Davis","Big West",51,13,7,0,7,7
2014,"Batty, Seth","UC Davis","Big West",35,25,8,0,4,1
2014,"Bily, Tanner","UC Davis","Big West",28,17,2,2,6,1
2014,"Brann, Spencer","UC Davis","Big West",21,5,5,0,1,0
2014,"Heptig, Evan","UC Davis","Big West",20,6,9,0,1,1
2014,"Lipson, Tino","UC Davis","Big West",30,14,4,0,6,3
2014,"Lynch, Nick","UC Davis","Big West",42,10,4,1,2,1
2014,"March, Austin","UC Davis","Big West",17,6,3,0,1,1
2014,"Olson, Cameron","UC Davis","Big West",7,1,2,0,1,0
2014,"Patterson, Steven","UC Davis","Big West",35,21,7,1,1,3
2014,"Ruhm, Brian","UC Davis","Big West",7,2,2,0,1,0
2014,"Silva, Izaak","UC Davis","Big West",20,6,1,1,1,1
2014,"Williams, John","UC Davis","Big West",16,4,3,0,4,1
2014,"Young, Adam","UC Davis","Big West",52,13,7,1,2,2
2015,"Aguiar, Alex","UC Davis","Big West",15,4,7,0,5,4
2015,"Anderson, Ryan","UC Davis","Big West",1,0,0,0,1,0
2015,"Barker, Kevin","UC Davis","Big West",25,9,12,1,19,9
2015,"Bily, Tanner","UC Davis","Big West",38,22,8,0,8,5
2015,"Henderson, Spencer","UC Davis","Big West",19,8,5,0,2,1
2015,"Heptig, Evan","UC Davis","Big West",28,20,3,0,2,1
2015,"Lipson, Tino","UC Davis","Big West",56,20,6,0,21,5
2015,"Lynch, Nick","UC Davis","Big West",40,21,17,2,6,7
2015,"March, Austin","UC Davis","Big West",49,22,10,1,11,8
2015,"Novak, Mason","UC Davis","Big West",9,6,1,0,2,0
2015,"Olson, Cameron","UC Davis","Big West",4,6,3,0,1,0
2015,"Pluschkell, Brad","UC Davis","Big West",23,9,1,0,4,1
2015,"Salazar, Guillermo","UC Davis","Big West",4,1,0,0,1,0
2015,"Silva, Izaak","UC Davis","Big West",43,24,1,1,6,3
2015,"Williams, John","UC Davis","Big West",42,7,4,0,14,3
2016,"Aguiar, Alex","UC Davis","Big West",23,5,7,0,9,4
2016,"Allen, Justin","UC Davis","Big West",14,2,1,0,3,0
2016,"Anderson, Ryan","UC Davis","Big West",17,4,0,1,1,3
2016,"Bily, Tanner","UC Davis","Big West",55,27,5,0,17,10
2016,"Briggs, Cameron","UC Davis","Big West",12,2,0,0,2,0
2016,"Cardinalli, Mark","UC Davis","Big West",30,12,2,3,3,2
2016,"Denholm, Logan","UC Davis","Big West",30,19,6,0,5,2
2016,"Henderson, Spencer","UC Davis","Big West",21,3,1,0,4,3
2016,"Hooper, Ryan","UC Davis","Big West",14,7,6,0,2,2
2016,"Kelly, Garret","UC Davis","Big West",9,5,2,0,2,1
2016,"Langer, David","UC Davis","Big West",11,3,2,0,2,0
2016,"Novak, Mason","UC Davis","Big West",24,8,1,1,3,4
2016,"Olson, Cameron","UC Davis","Big West",19,15,7,0,6,2
2016,"Pluschkell, Brad","UC Davis","Big West",32,9,3,0,8,1
2016,"Roeser, Alex","UC Davis","Big West",3,4,2,0,1,1
2016,"Roppolo, Chris","UC Davis","Big West",4,2,0,0,4,2
2016,"Salazar, Guillermo","UC Davis","Big West",9,4,1,0,1,1
2016,"Thomas, Jacob","UC Davis","Big West",20,14,7,0,4,4
2016,"Van Blake, Caleb","UC Davis","Big West",7,2,2,0,1,0
2017,"Aguiar, Alex","UC Davis","Big West",27,17,12,0,11,3
2017,"Anderson, Ryan","UC Davis","Big West",42,16,4,4,7,6
2017,"Briggs, Cameron","UC Davis","Big West",22,6,0,0,3,2
2017,"Cardinalli, Mark","UC Davis","Big West",17,11,5,0,1,1
2017,"Diaz, Ignacio","UC Davis","Big West",40,16,4,0,1,0
2017,"Hooper, Ryan","UC Davis","Big West",37,13,13,0,9,9
2017,"Kelly, Garret","UC Davis","Big West",2,1,0,0,4,1
2017,"Lara, Alejandro","UC Davis","Big West",8,8,3,0,1,1
2017,"Novak, Mason","UC Davis","Big West",19,6,0,0,2,1
2017,"Olson, Cameron","UC Davis","Big West",30,15,8,3,4,1
2017,"Ontiveros, Elijah","UC Davis","Big West",4,2,0,0,1,1
2017,"Pluschkell, Brad","UC Davis","Big West",21,8,3,0,8,0
2017,"Salazar, Guillermo","UC Davis","Big West",5,1,1,0,2,1
2017,"Thomas, Jacob","UC Davis","Big West",39,6,8,0,3,1
2017,"Van Blake, Caleb","UC Davis","Big West",22,6,2,0,5,0
2018,"Aguiar, Alex","UC Davis","Big West",15,18,12,0,4,1
2018,"Anderson, Ryan","UC Davis","Big West",55,14,1,1,4,6
2018,"Briggs, Cameron","UC Davis","Big West",34,18,2,0,4,3
2018,"Denholm, Logan","UC Davis","Big West",25,26,6,0,1,2
2018,"Evans, Colton","UC Davis","Big West",3,0,0,0,1,0
2018,"Gedestad, Spencer","UC Davis","Big West",3,1,2,0,0,1
2018,"Hooper, Ryan","UC Davis","Big West",38,17,15,0,10,4
2018,"Kelly, Garret","UC Davis","Big West",18,9,5,0,2,0
2018,"Lara, Alejandro","UC Davis","Big West",3,3,0,0,1,0
2018,"Murray, Tanner","UC Davis","Big West",52,13,2,1,6,3
2018,"O'Boy, Jackson","UC Davis","Big West",0,1,2,0,0,1
2018,"Ouellette, Steven","UC Davis","Big West",4,2,1,0,0,2
2018,"Pluschkell, Brad","UC Davis","Big West",40,7,7,0,2,2
2018,"Salazar, Guillermo","UC Davis","Big West",9,1,1,0,0,2
2018,"Van Blake, Caleb","UC Davis","Big West",36,17,6,0,2,3
2019,"Arenado, Kyler","UC Davis","Big West",9,9,2,0,5,6
2019,"Briggs, Cameron","UC Davis","Big West",22,17,0,0,1,2
2019,"Denholm, Logan","UC Davis","Big West",26,18,7,1,3,2
2019,"Evans, Colton","UC Davis","Big West",10,2,1,0,3,0
2019,"Gedestad, Spencer","UC Davis","Big West",22,3,1,1,3,1
2019,"Kelly, Garret","UC Davis","Big West",19,8,4,0,13,0
2019,"Lara, Alejandro","UC Davis","Big West",30,24,5,1,10,1
2019,"Longrie, Conner","UC Davis","Big West",13,8,1,0,2,1
2019,"Morrison, Cooper","UC Davis","Big West",44,18,4,0,14,5
2019,"Murray, Tanner","UC Davis","Big West",50,14,6,4,12,4
2019,"Myers, Joseph","UC Davis","Big West",25,11,2,0,2,2
2019,"Smith, Alec","UC Davis","Big West",5,0,2,0,1,0
2019,"Smith, Jalen","UC Davis","Big West",9,9,2,0,2,3
2019,"Van Blake, Caleb","UC Davis","Big West",34,13,6,3,5,3
2013,"Castro, Justin","UC Irvine","Big West",3,2,0,0,1,0
2013,"Cooper, Ryan","UC Irvine","Big West",8,4,0,0,1,1
2013,"Duarte, Mikey","UC Irvine","Big West",13,6,5,0,1,0
2013,"Gottschling, Scott","UC Irvine","Big West",21,13,6,0,3,2
2013,"Herkins, Jonathan","UC Irvine","Big West",4,1,2,0,1,0
2013,"McClanahan, Jerry","UC Irvine","Big West",27,27,15,0,0,1
2013,"Morrison, Jordan","UC Irvine","Big West",1,3,1,0,1,0
2013,"Paulino, Kris","UC Irvine","Big West",13,11,9,1,2,1
2013,"Rabago, Chris","UC Irvine","Big West",45,11,8,0,2,3
2013,"Shaeffer, Ronnie","UC Irvine","Big West",52,12,2,1,2,3
2013,"Sparks, Taylor","UC Irvine","Big West",55,6,6,3,7,3
2013,"Spencer, Connor","UC Irvine","Big West",57,21,9,1,3,2
2013,"Stephens, Jeff","UC Irvine","Big West",29,7,5,0,5,1
2013,"Taylor, Dominique","UC Irvine","Big West",50,13,9,1,10,4
2014,"Alcantara, Adam","UC Irvine","Big West",20,2,7,0,1,1
2014,"Cassolato, Evan","UC Irvine","Big West",22,8,4,0,2,2
2014,"Castro, Justin","UC Irvine","Big West",26,7,3,0,2,3
2014,"Cooper, Ryan","UC Irvine","Big West",12,8,2,0,3,1
2014,"Duarte, Mikey","UC Irvine","Big West",17,6,1,0,1,2
2014,"McClanahan, Jerry","UC Irvine","Big West",57,29,9,1,3,2
2014,"Munoz, Jonathan","UC Irvine","Big West",37,13,3,2,1,0
2014,"Palmer, Grant","UC Irvine","Big West",53,22,5,0,3,3
2014,"Paulino, Kris","UC Irvine","Big West",29,28,18,1,3,2
2014,"Rabago, Chris","UC Irvine","Big West",48,21,12,0,2,1
2014,"Sparks, Taylor","UC Irvine","Big West",47,27,10,1,8,8
2014,"Spencer, Connor","UC Irvine","Big West",70,23,19,3,8,4
2015,"Alcantara, Adam","UC Irvine","Big West",17,6,3,0,0,2
2015,"Brontsema, John","UC Irvine","Big West",19,8,5,0,2,0
2015,"Cassolato, Evan","UC Irvine","Big West",11,4,0,0,4,2
2015,"Castro, Wyatt","UC Irvine","Big West",18,3,0,0,2,1
2015,"Cooper, Ryan","UC Irvine","Big West",2,6,0,0,3,4
2015,"Coss, Parker","UC Irvine","Big West",29,11,1,0,3,0
2015,"Duarte, Mikey","UC Irvine","Big West",59,18,10,1,1,3
2015,"Hiura, Keston","UC Irvine","Big West",48,17,10,3,1,2
2015,"Holland, Mitchell","UC Irvine","Big West",44,13,7,1,1,1
2015,"Kreuter, Cole","UC Irvine","Big West",27,8,1,0,5,0
2015,"McClanahan, Jerry","UC Irvine","Big West",40,44,8,2,1,2
2015,"Palmer, Grant","UC Irvine","Big West",23,3,1,0,0,1
2015,"Paulino, Kris","UC Irvine","Big West",21,17,6,0,0,3
2016,"Alcantara, Adam","UC Irvine","Big West",45,12,16,0,5,7
2016,"Brontsema, John","UC Irvine","Big West",41,16,7,0,7,2
2016,"Cassolato, Evan","UC Irvine","Big West",30,8,4,0,5,0
2016,"Castro, Wyatt","UC Irvine","Big West",12,6,4,0,4,2
2016,"Coss, Parker","UC Irvine","Big West",21,18,4,0,1,2
2016,"Guenette, Alex","UC Irvine","Big West",12,4,1,0,4,1
2016,"Hazard, Jake","UC Irvine","Big West",13,2,0,0,5,0
2016,"Hiura, Keston","UC Irvine","Big West",52,25,8,7,6,4
2016,"Holland, Mitchell","UC Irvine","Big West",44,16,9,0,3,0
2016,"Kreuter, Cole","UC Irvine","Big West",47,21,5,0,4,8
2016,"Martinez, Andrew","UC Irvine","Big West",7,0,1,0,1,0
2016,"Munoz, Jonathan","UC Irvine","Big West",26,16,2,1,1,0
2016,"Palmer, Grant","UC Irvine","Big West",34,21,6,2,2,4
2016,"Reitano, Matt","UC Irvine","Big West",8,8,8,0,1,1
2017,"Alcantara, Adam","UC Irvine","Big West",34,9,14,1,5,3
2017,"Cassolato, Evan","UC Irvine","Big West",49,22,6,1,1,0
2017,"Coss, Parker","UC Irvine","Big West",40,13,0,0,0,1
2017,"Damla, Adrian","UC Irvine","Big West",27,22,4,1,3,3
2017,"Duarte, Mikey","UC Irvine","Big West",42,19,6,0,3,1
2017,"Fitzpatrick, Ryan","UC Irvine","Big West",12,15,4,0,0,1
2017,"Guenette, Alex","UC Irvine","Big West",34,11,8,0,2,2
2017,"Hazard, Jake","UC Irvine","Big West",9,1,1,0,2,1
2017,"Hiura, Keston","UC Irvine","Big West",55,50,10,12,9,6
2017,"Johnston, Ryan","UC Irvine","Big West",12,6,1,0,1,1
2017,"Koss, Christian","UC Irvine","Big West",18,12,2,0,0,1
2017,"Kreuter, Cole","UC Irvine","Big West",34,12,4,1,5,2
2017,"Pettengill, Devin","UC Irvine","Big West",16,15,1,0,7,1
2017,"Reitano, Matt","UC Irvine","Big West",7,7,3,0,2,0
2018,"Brooks, Brendan","UC Irvine","Big West",48,13,4,0,1,3
2018,"Coss, Parker","UC Irvine","Big West",44,16,3,1,1,2
2018,"Filia, Mikey","UC Irvine","Big West",23,6,2,0,4,2
2018,"Fitzpatrick, Ryan","UC Irvine","Big West",35,33,14,3,1,3
2018,"Hazard, Jake","UC Irvine","Big West",2,0,0,0,0,2
2018,"Koss, Christian","UC Irvine","Big West",43,14,4,0,4,2
2018,"Kreuter, Cole","UC Irvine","Big West",35,19,7,0,0,3
2018,"Lee, Dailin","UC Irvine","Big West",1,0,1,0,1,0
2018,"Palmer, Jake","UC Irvine","Big West",36,22,13,1,2,3
2018,"Peabody, Mike","UC Irvine","Big West",3,2,3,0,1,0
2018,"Pettengill, Devin","UC Irvine","Big West",1,1,0,0,2,1
2018,"Zickefoose, Konnor","UC Irvine","Big West",40,15,7,1,2,4
2019,"Castro, Jacob","UC Irvine","Big West",6,6,4,0,0,1
2019,"Damla, Adrian","UC Irvine","Big West",43,28,10,1,1,0
2019,"Filia, Mikey","UC Irvine","Big West",35,18,7,0,6,1
2019,"Ireland, Sam","UC Irvine","Big West",15,11,7,0,2,1
2019,"Jensen, John","UC Irvine","Big West",12,8,3,0,2,1
2019,"Koss, Christian","UC Irvine","Big West",40,25,8,0,11,2
2019,"Lewis, Brandon","UC Irvine","Big West",35,28,7,6,5,1
2019,"Mazur, Griffin","UC Irvine","Big West",24,17,5,1,1,0
2019,"Palmer, Jake","UC Irvine","Big West",41,39,5,1,3,0
2019,"Peabody, Mike","UC Irvine","Big West",40,22,16,0,6,3
2019,"Reitano, Matt","UC Irvine","Big West",3,8,8,0,1,0
2019,"Zickefoose, Konnor","UC Irvine","Big West",24,13,5,0,2,0
2013,"Andriese, David","UC Riverside","Big West",56,13,3,0,3,4
2013,"Boudreau, Kyle","UC Riverside","Big West",20,16,4,0,3,1
2013,"Chavez, Joe","UC Riverside","Big West",37,23,12,2,17,6
2013,"Colvin, Austin","UC Riverside","Big West",55,8,2,0,5,5
2013,"Holinsworh, Phil","UC Riverside","Big West",32,23,7,0,7,3
2013,"Hough, Cody","UC Riverside","Big West",13,13,3,0,1,1
2013,"Prestridge, Clayton","UC Riverside","Big West",57,23,14,2,14,4
2013,"Rubanwitz, Alex","UC Riverside","Big West",30,17,3,0,4,3
2013,"Tellez, Francisco","UC Riverside","Big West",17,11,2,0,1,0
2013,"Vilter, Nick","UC Riverside","Big West",22,27,8,0,1,0
2013,"Young, Eddie","UC Riverside","Big West",6,21,1,0,4,2
2014,"Andriese, David","UC Riverside","Big West",44,26,6,0,12,4
2014,"Chavez, Joe","UC Riverside","Big West",46,25,11,0,22,5
2014,"Colvin, Austin","UC Riverside","Big West",67,13,2,0,14,7
2014,"Contreras, Mark","UC Riverside","Big West",4,3,3,0,4,0
2014,"Ellis, Matthew","UC Riverside","Big West",38,22,1,0,2,2
2014,"Fernandez, Vince","UC Riverside","Big West",0,2,0,0,1,0
2014,"Hough, Cody","UC Riverside","Big West",26,31,3,0,4,1
2014,"Roberts, Austin","UC Riverside","Big West",7,4,1,0,2,0
2014,"Rubanwitz, Alex","UC Riverside","Big West",9,8,0,0,2,0
2014,"Tellez, Francisco","UC Riverside","Big West",50,30,6,0,4,1
2014,"Vilter, Nick","UC Riverside","Big West",27,30,14,4,5,0
2014,"Walker, Thomas","UC Riverside","Big West",40,15,1,3,1,1
2014,"Zarate, Drake","UC Riverside","Big West",33,17,4,0,1,2
2015,"Abernathy, Jordan","UC Riverside","Big West",11,6,1,0,0,2
2015,"Chavez, Joe","UC Riverside","Big West",45,21,7,2,9,3
2015,"Chupeck, Dante","UC Riverside","Big West",21,9,0,0,2,3
2015,"Colvin, Austin","UC Riverside","Big West",32,10,3,0,7,2
2015,"Contreras, Mark","UC Riverside","Big West",37,9,6,2,5,4
2015,"Fernandez, Vince","UC Riverside","Big West",39,23,1,1,9,5
2015,"Henderson, Casey","UC Riverside","Big West",14,8,2,0,1,2
2015,"Morrison, Adonis","UC Riverside","Big West",22,4,3,0,2,0
2015,"Sheehan, Casey","UC Riverside","Big West",3,1,0,0,0,1
2015,"Sporrer, Cody","UC Riverside","Big West",28,5,0,0,2,3
2015,"Witt, Robby","UC Riverside","Big West",30,8,1,1,1,2
2015,"Zarate, Drake","UC Riverside","Big West",28,8,1,0,1,1
2016,"Cisneros, Aaron","UC Riverside","Big West",37,22,0,0,1,0
2016,"Colvin, Austin","UC Riverside","Big West",35,7,2,0,1,1
2016,"Contreras, Mark","UC Riverside","Big West",48,22,4,1,9,5
2016,"Ellis, Matthew","UC Riverside","Big West",0,1,0,0,0,1
2016,"Farris, Michael","UC Riverside","Big West",35,19,0,0,2,0
2016,"Fernandez, Vince","UC Riverside","Big West",59,30,2,3,4,3
2016,"Mercado, Steve","UC Riverside","Big West",12,2,0,0,1,0
2016,"Morrison, Adonis","UC Riverside","Big West",6,0,1,0,0,1
2016,"Schultz, Colby","UC Riverside","Big West",39,19,2,0,3,2
2016,"Sporrer, Cody","UC Riverside","Big West",6,6,0,0,1,0
2016,"Taylor, Yeager","UC Riverside","Big West",13,8,3,1,1,1
2016,"Walker, Thomas","UC Riverside","Big West",18,7,3,0,0,1
2016,"Worden, Casey","UC Riverside","Big West",31,7,11,0,0,2
2016,"Zarate, Drake","UC Riverside","Big West",24,15,5,1,1,1
2017,"Contreras, Mark","UC Riverside","Big West",42,17,2,4,7,3
2017,"De Los Reyes, Skyler","UC Riverside","Big West",0,2,0,0,1,1
2017,"Farris, Michael","UC Riverside","Big West",31,20,6,0,3,4
2017,"Hardy, Matt","UC Riverside","Big West",13,4,2,0,1,0
2017,"Mercado, Steve","UC Riverside","Big West",8,4,0,0,0,1
2017,"Peters, Cade","UC Riverside","Big West",34,22,7,1,1,0
2017,"Schultz, Colby","UC Riverside","Big West",47,25,2,0,3,4
2017,"Sporrer, Cody","UC Riverside","Big West",29,8,1,0,3,0
2018,"Avventino, Brenden","UC Riverside","Big West",10,7,1,0,0,1
2018,"Gerber, Ari","UC Riverside","Big West",1,1,0,0,1,0
2018,"Hardy, Matt","UC Riverside","Big West",24,6,0,0,1,0
2018,"Mannens, Justin","UC Riverside","Big West",18,4,2,0,6,2
2018,"Miller, Dean","UC Riverside","Big West",33,18,4,0,3,1
2018,"Orick, Dylan","UC Riverside","Big West",17,5,0,0,0,1
2018,"Peters, Cade","UC Riverside","Big West",7,0,0,0,0,1
2018,"Pofek, Cole","UC Riverside","Big West",5,4,0,0,1,1
2018,"Sawyer, AJ","UC Riverside","Big West",7,5,2,0,1,0
2018,"Schultz, Colby","UC Riverside","Big West",47,18,5,1,4,3
2018,"Sporrer, Cody","UC Riverside","Big West",36,10,2,0,3,5
2018,"Taylor, Yeager","UC Riverside","Big West",21,13,2,1,1,3
2018,"Webb, Nathan","UC Riverside","Big West",21,19,3,0,2,1
2019,"Arnone, Alec","UC Riverside","Big West",23,18,1,1,0,1
2019,"Bohall, Travis","UC Riverside","Big West",44,12,1,0,16,4
2019,"Cannon, Connor","UC Riverside","Big West",32,27,8,2,2,0
2019,"Hardy, Matt","UC Riverside","Big West",17,15,4,0,1,0
2019,"Kafer, Nick","UC Riverside","Big West",10,5,1,0,0,2
2019,"Mannens, Justin","UC Riverside","Big West",9,12,2,0,3,1
2019,"Miller, Dean","UC Riverside","Big West",44,12,3,1,2,0
2019,"Orick, Dylan","UC Riverside","Big West",38,16,1,0,1,0
2019,"Sanchez, Damien","UC Riverside","Big West",17,5,8,0,3,2
2019,"Shanks, Jacob","UC Riverside","Big West",24,14,8,0,2,0
2019,"Webb, Nathan","UC Riverside","Big West",39,21,6,1,4,3
2013,"Calica, Andrew","UC Santa Barbara","Big West",2,3,0,0,0,2
2013,"Clark, Ryan","UC Santa Barbara","Big West",14,4,5,0,6,3
2013,"Deroche-Duffin, Joseph","UC Santa Barbara","Big West",1,0,1,0,0,1
2013,"Epperson, Joey","UC Santa Barbara","Big West",33,9,10,0,15,4
2013,"Gradford, Devon","UC Santa Barbara","Big West",3,2,0,0,1,0
2013,"Kuresa, Tyler","UC Santa Barbara","Big West",45,16,9,5,3,6
2013,"Mahle, Greg","UC Santa Barbara","Big West",5,3,2,0,0,1
2013,"Maris, Peter","UC Santa Barbara","Big West",8,6,5,0,1,0
2013,"Miles, Parker","UC Santa Barbara","Big West",6,9,3,0,2,0
2013,"Morrow, Jackson","UC Santa Barbara","Big West",39,13,12,0,6,3
2013,"Nesovic, Robby","UC Santa Barbara","Big West",48,13,13,1,1,2
2013,"Newell, Cameron","UC Santa Barbara","Big West",62,17,6,0,12,1
2013,"Swenson, Luke","UC Santa Barbara","Big West",45,22,8,1,11,0
2013,"Trinkwon, Brandon","UC Santa Barbara","Big West",51,30,3,2,10,2
2013,"Venning, Mark","UC Santa Barbara","Big West",11,7,5,1,3,1
2013,"Woodward, Woody","UC Santa Barbara","Big West",49,10,14,0,7,3
2014,"Calica, Andrew","UC Santa Barbara","Big West",39,15,9,0,10,2
2014,"Clark, Ryan","UC Santa Barbara","Big West",9,5,3,0,2,1
2014,"Epperson, Joey","UC Santa Barbara","Big West",57,28,14,2,15,3
2014,"Fredrick, Billy","UC Santa Barbara","Big West",9,4,1,0,1,0
2014,"Gradford, Devon","UC Santa Barbara","Big West",5,1,0,0,1,1
2014,"Kuresa, Tyler","UC Santa Barbara","Big West",35,14,8,4,4,2
2014,"Maris, Peter","UC Santa Barbara","Big West",45,20,7,0,16,6
2014,"Morrow, Jackson","UC Santa Barbara","Big West",25,12,11,0,2,2
2014,"Nesovic, Robby","UC Santa Barbara","Big West",47,10,7,0,5,2
2014,"Newell, Cameron","UC Santa Barbara","Big West",34,18,5,1,5,3
2014,"Quinlan, Scott","UC Santa Barbara","Big West",22,6,7,0,17,3
2014,"Wear, Campbell","UC Santa Barbara","Big West",4,3,2,0,2,0
2014,"Woodward, Woody","UC Santa Barbara","Big West",37,11,21,2,6,1
2015,"Calica, Andrew","UC Santa Barbara","Big West",53,25,19,1,15,6
2015,"Clark, Ryan","UC Santa Barbara","Big West",5,1,1,0,1,0
2015,"Fisher, Clay","UC Santa Barbara","Big West",34,11,3,0,5,4
2015,"Kelly, Dalton","UC Santa Barbara","Big West",19,14,7,4,7,1
2015,"Maris, Peter","UC Santa Barbara","Big West",52,24,2,1,5,4
2015,"Muno, JJ","UC Santa Barbara","Big West",6,3,1,0,0,3
2015,"Nesovic, Robby","UC Santa Barbara","Big West",52,20,3,2,6,0
2015,"Newell, Cameron","UC Santa Barbara","Big West",61,27,4,2,7,7
2015,"O'Brien, Paddy","UC Santa Barbara","Big West",20,8,1,0,3,1
2015,"Quinlan, Scott","UC Santa Barbara","Big West",7,6,1,0,5,1
2015,"Swenson, Luke","UC Santa Barbara","Big West",42,22,6,0,4,7
2015,"Wear, Campbell","UC Santa Barbara","Big West",24,11,3,0,2,1
2015,"Woodward, Woody","UC Santa Barbara","Big West",33,16,12,0,4,0
2016,"Adams, Josh","UC Santa Barbara","Big West",21,18,4,2,2,2
2016,"Calica, Andrew","UC Santa Barbara","Big West",42,45,24,1,18,4
2016,"Clark, Ryan","UC Santa Barbara","Big West",32,7,7,0,4,1
2016,"Cohen, Sam","UC Santa Barbara","Big West",5,1,0,0,1,1
2016,"Fisher, Clay","UC Santa Barbara","Big West",50,15,3,1,14,5
2016,"Fredrick, Billy","UC Santa Barbara","Big West",24,14,5,0,2,0
2016,"Gradford, Devon","UC Santa Barbara","Big West",32,13,5,1,4,4
2016,"Grover, Dempsey","UC Santa Barbara","Big West",37,33,5,1,6,0
2016,"Hamilton, Joseph","UC Santa Barbara","Big West",0,0,0,0,1,0
2016,"McAdoo, Michael","UC Santa Barbara","Big West",17,16,5,1,3,2
2016,"Mitchell, Tevin","UC Santa Barbara","Big West",13,5,0,0,2,4
2016,"Muno, JJ","UC Santa Barbara","Big West",45,11,18,0,17,6
2016,"Plantier, Kyle","UC Santa Barbara","Big West",20,12,12,0,3,1
2017,"Adams, Josh","UC Santa Barbara","Big West",10,1,0,0,0,1
2017,"Burns, Colton","UC Santa Barbara","Big West",48,34,3,0,5,5
2017,"Cohen, Sam","UC Santa Barbara","Big West",29,12,1,1,3,3
2017,"Corey, Kenny","UC Santa Barbara","Big West",33,19,1,0,4,1
2017,"Fisher, Clay","UC Santa Barbara","Big West",6,3,1,0,0,1
2017,"Fredrick, Billy","UC Santa Barbara","Big West",38,23,7,0,1,2
2017,"Grover, Dempsey","UC Santa Barbara","Big West",22,9,1,0,2,2
2017,"Jew, Tommy","UC Santa Barbara","Big West",39,16,2,0,9,4
2017,"Mitchell, Tevin","UC Santa Barbara","Big West",4,4,0,0,1,0
2017,"Muno, JJ","UC Santa Barbara","Big West",35,18,8,0,14,4
2017,"Plantier, Kyle","UC Santa Barbara","Big West",4,3,2,0,1,1
2017,"Silver, Landon","UC Santa Barbara","Big West",6,5,0,0,1,0
2017,"Smith, Armani","UC Santa Barbara","Big West",38,9,4,0,1,1
2017,"Yang, Eric","UC Santa Barbara","Big West",4,0,2,0,1,0
2018,"Castanon, Marcos","UC Santa Barbara","Big West",18,11,1,0,2,2
2018,"Cohen, Sam","UC Santa Barbara","Big West",16,20,2,0,0,1
2018,"Fisher, Clay","UC Santa Barbara","Big West",47,12,4,0,13,3
2018,"Jew, Tommy","UC Santa Barbara","Big West",50,24,4,0,12,3
2018,"Kleszcz, Cole","UC Santa Barbara","Big West",0,1,2,0,0,1
2018,"Mann, Blake","UC Santa Barbara","Big West",2,1,1,0,1,0
2018,"Martinez, Andrew","UC Santa Barbara","Big West",27,22,8,0,4,3
2018,"McAdoo, Michael","UC Santa Barbara","Big West",20,21,4,0,2,2
2018,"Mitchell, Tevin","UC Santa Barbara","Big West",20,14,4,0,8,2
2018,"Mueller, Cole","UC Santa Barbara","Big West",18,9,2,0,1,0
2018,"O'Connor, Mcclain","UC Santa Barbara","Big West",11,6,1,0,2,0
2018,"Rowan, Thomas","UC Santa Barbara","Big West",28,9,4,1,3,2
2018,"Smith, Armani","UC Santa Barbara","Big West",23,11,5,0,3,0
2018,"Williams, Drew","UC Santa Barbara","Big West",23,10,4,0,1,1
2018,"Willow, Jason","UC Santa Barbara","Big West",31,10,5,0,2,1
2018,"Yang, Eric","UC Santa Barbara","Big West",22,17,8,0,0,1
2019,"Castanon, Marcos","UC Santa Barbara","Big West",18,4,1,0,3,1
2019,"Fariss, Ben","UC Santa Barbara","Big West",0,1,1,0,1,0
2019,"Jew, Tommy","UC Santa Barbara","Big West",36,23,4,1,20,3
2019,"Johnson, Kyle","UC Santa Barbara","Big West",19,8,3,1,1,1
