"year","BA","OBP","SLG","school","K%","BB%","ISO","OPS","tourn_appearance","cws_appearance","cws_final","cws_champ","RC.PA","K-BB%","ERA","SO_PCT","BB_PCT","SO_BB_Ratio","FIP","BAA","OBPA","SLGA","OPSA","GO.O","FO.O","XB.PA","HR.PA","RBI.PA","SF.PA","SH.PA","DP.PA","R.PA","RA.BF","XBA.BF","HRA.BF","KL.BF"
2014,0.274,0.339,0.377,"Hofstra",0.151,0.078,0.103,0.716,0,0,0,0,0.113,0.073,4.89,0.151,0.103,1.473,4.21,0.29,0.384,0.384,0.768,0.393,0.298,0.064,0.011,0.112,0.008,0.011,0.021,0.126,0.143,0.054,0.01,0.053
2017,0.269,0.353,0.398,"Siena",0.219,0.096,0.129,0.751,0,0,0,0,0.119,0.123,5.95,0.14,0.088,1.591,4.23,0.314,0.386,0.429,0.815,0.337,0.388,0.065,0.021,0.119,0.009,0.011,0.021,0.132,0.169,0.065,0.015,0.044
2019,0.292,0.387,0.431,"Louisville",0.154,0.118,0.139,0.818,1,1,0,0,0.142,0.036,3.53,0.273,0.1,2.733,3.92,0.214,0.307,0.329,0.636,0.282,0.293,0.074,0.018,0.164,0.013,0.009,0.016,0.179,0.107,0.058,0.018,0.083
2014,0.254,0.346,0.329,"Youngstown St.",0.195,0.098,0.075,0.675,1,0,0,0,0.094,0.097,6.88,0.117,0.11,1.06,4.5,0.317,0.409,0.447,0.856,0.34,0.407,0.043,0.008,0.102,0.012,0.01,0.025,0.117,0.182,0.069,0.016,0.039
2016,0.273,0.368,0.403,"N.C. Central",0.164,0.093,0.13,0.771,0,0,0,0,0.12,0.071,5.56,0.19,0.101,1.872,4.28,0.281,0.376,0.416,0.792,0.325,0.322,0.065,0.02,0.122,0.008,0.014,0.026,0.138,0.157,0.069,0.02,0.057
2018,0.249,0.348,0.383,"Santa Clara",0.216,0.092,0.134,0.731,0,0,0,0,0.101,0.124,4.86,0.184,0.121,1.525,4.23,0.277,0.38,0.393,0.773,0.336,0.31,0.064,0.023,0.118,0.003,0.016,0.012,0.134,0.137,0.061,0.014,0.057
2017,0.286,0.387,0.38,"Florida A&M",0.151,0.117,0.094,0.767,0,0,0,0,0.12,0.034,4.93,0.148,0.103,1.448,4.22,0.283,0.379,0.38,0.759,0.336,0.375,0.049,0.014,0.132,0.008,0.013,0.021,0.151,0.155,0.058,0.009,0.046
2014,0.242,0.325,0.309,"Missouri",0.182,0.091,0.067,0.634,0,0,0,0,0.084,0.091,4.01,0.166,0.061,2.718,3.9,0.279,0.336,0.368,0.704,0.362,0.337,0.045,0.005,0.082,0.008,0.014,0.022,0.095,0.12,0.054,0.009,0.038
2019,0.25,0.337,0.349,"Fordham",0.181,0.088,0.099,0.686,1,0,0,0,0.1,0.093,3.26,0.255,0.109,2.336,3.98,0.222,0.326,0.316,0.642,0.307,0.274,0.058,0.011,0.107,0.012,0.021,0.012,0.127,0.105,0.045,0.015,0.085
2018,0.27,0.363,0.401,"Wagner",0.164,0.108,0.131,0.764,0,0,0,0,0.121,0.056,4.15,0.167,0.113,1.481,4.2,0.252,0.358,0.342,0.7,0.324,0.37,0.07,0.017,0.129,0.009,0.013,0.016,0.144,0.119,0.051,0.011,0.043
2015,0.282,0.355,0.406,"Ball St.",0.168,0.087,0.124,0.761,0,0,0,0,0.123,0.081,5.18,0.177,0.105,1.684,4.17,0.285,0.38,0.388,0.768,0.334,0.335,0.067,0.017,0.137,0.012,0.011,0.017,0.149,0.146,0.052,0.013,0.042
2017,0.259,0.356,0.326,"Iona",0.182,0.113,0.067,0.682,0,0,0,0,0.097,0.069,4.27,0.15,0.094,1.592,4.2,0.262,0.355,0.356,0.711,0.387,0.321,0.041,0.005,0.119,0.008,0.017,0.022,0.135,0.135,0.051,0.012,0.042
2018,0.242,0.337,0.358,"Lafayette",0.241,0.101,0.116,0.695,0,0,0,0,0.1,0.14,6.46,0.16,0.119,1.34,4.25,0.302,0.394,0.432,0.826,0.332,0.354,0.061,0.015,0.106,0.006,0.008,0.015,0.123,0.18,0.074,0.013,0.043
2018,0.295,0.367,0.404,"Grand Canyon",0.154,0.09,0.109,0.771,0,0,0,0,0.128,0.064,5.02,0.215,0.095,2.268,4.09,0.274,0.365,0.389,0.754,0.321,0.302,0.064,0.011,0.141,0.015,0.018,0.02,0.162,0.137,0.06,0.016,0.064
2016,0.253,0.344,0.36,"Old Dominion",0.173,0.104,0.107,0.704,0,0,0,0,0.105,0.069,4.9,0.148,0.086,1.725,4.18,0.292,0.365,0.406,0.771,0.377,0.336,0.06,0.012,0.118,0.012,0.018,0.02,0.133,0.135,0.062,0.016,0.035
2013,0.288,0.376,0.384,"Bryant",0.145,0.092,0.096,0.76,1,0,0,0,0.119,0.053,2.73,0.209,0.082,2.554,3.81,0.221,0.304,0.282,0.586,0.379,0.279,0.059,0.009,0.135,0.012,0.018,0.019,0.149,0.085,0.039,0.005,0.066
2019,0.278,0.363,0.446,"Air Force",0.215,0.089,0.168,0.809,0,0,0,0,0.135,0.126,5.54,0.163,0.103,1.585,4.32,0.3,0.388,0.458,0.846,0.337,0.334,0.087,0.025,0.143,0.005,0.009,0.014,0.158,0.159,0.092,0.019,0.047
2017,0.293,0.379,0.439,"SIUE",0.198,0.1,0.146,0.818,0,0,0,0,0.139,0.098,7.47,0.159,0.092,1.735,4.51,0.32,0.394,0.495,0.889,0.319,0.377,0.071,0.025,0.15,0.01,0.016,0.02,0.162,0.189,0.086,0.03,0.038
2017,0.274,0.364,0.371,"UC Irvine",0.167,0.098,0.097,0.735,0,0,0,0,0.109,0.069,5.33,0.164,0.109,1.502,4.14,0.298,0.384,0.416,0.8,0.334,0.352,0.055,0.011,0.119,0.013,0.019,0.021,0.129,0.145,0.07,0.011,0.04
2014,0.292,0.391,0.418,"Alabama St.",0.144,0.101,0.126,0.809,0,0,0,0,0.128,0.043,4.34,0.168,0.086,1.953,4.08,0.28,0.365,0.375,0.74,0.336,0.35,0.065,0.015,0.154,0.012,0.017,0.016,0.177,0.125,0.053,0.01,0.051
2017,0.296,0.372,0.465,"Eastern Ky.",0.193,0.095,0.169,0.837,0,0,0,0,0.148,0.098,7.84,0.185,0.115,1.614,4.63,0.312,0.4,0.512,0.912,0.287,0.37,0.082,0.031,0.154,0.01,0.012,0.018,0.167,0.198,0.094,0.035,0.057
2018,0.244,0.327,0.323,"Purdue Fort Wayne",0.186,0.092,0.079,0.65,0,0,0,0,0.09,0.094,7.5,0.15,0.123,1.214,4.35,0.327,0.427,0.447,0.874,0.297,0.394,0.044,0.01,0.092,0.005,0.008,0.021,0.104,0.195,0.07,0.011,0.044
2015,0.27,0.351,0.398,"Georgia Tech",0.18,0.098,0.128,0.749,0,0,0,0,0.12,0.082,4.83,0.162,0.113,1.428,4.25,0.277,0.372,0.389,0.761,0.358,0.325,0.068,0.019,0.139,0.009,0.014,0.018,0.15,0.139,0.06,0.015,0.046
2014,0.283,0.373,0.407,"Ball St.",0.158,0.095,0.124,0.78,0,0,0,0,0.123,0.063,4.74,0.186,0.088,2.118,4.09,0.28,0.367,0.375,0.742,0.329,0.332,0.065,0.019,0.137,0.01,0.014,0.019,0.152,0.136,0.053,0.013,0.047
2013,0.245,0.338,0.322,"Missouri",0.191,0.084,0.077,0.66,0,0,0,0,0.085,0.107,3.87,0.174,0.078,2.25,4.07,0.281,0.346,0.386,0.732,0.348,0.336,0.046,0.008,0.096,0.007,0.015,0.022,0.107,0.123,0.054,0.017,0.057
2014,0.271,0.346,0.388,"Stanford",0.151,0.081,0.117,0.734,1,0,0,0,0.11,0.07,3.66,0.154,0.111,1.386,4.12,0.241,0.341,0.325,0.666,0.406,0.32,0.062,0.015,0.113,0.012,0.03,0.022,0.122,0.111,0.049,0.008,0.043
2018,0.274,0.374,0.404,"Valparaiso",0.175,0.112,0.13,0.778,0,0,0,0,0.122,0.063,6.54,0.128,0.103,1.242,4.47,0.311,0.402,0.458,0.86,0.327,0.412,0.07,0.018,0.142,0.01,0.008,0.019,0.15,0.175,0.08,0.018,0.033
2018,0.275,0.358,0.394,"Seton Hall",0.208,0.108,0.119,0.752,0,0,0,0,0.122,0.1,3.89,0.24,0.09,2.676,4,0.234,0.33,0.342,0.672,0.297,0.305,0.067,0.014,0.132,0.013,0.015,0.014,0.148,0.123,0.054,0.016,0.065
2013,0.274,0.363,0.363,"Houston",0.172,0.103,0.089,0.726,0,0,0,0,0.111,0.069,3.74,0.174,0.073,2.391,3.91,0.27,0.333,0.346,0.679,0.383,0.316,0.051,0.006,0.125,0.013,0.027,0.016,0.14,0.118,0.046,0.01,0.061
2018,0.274,0.371,0.407,"Nebraska",0.185,0.12,0.133,0.778,0,0,0,0,0.126,0.065,5.7,0.16,0.089,1.798,4.35,0.291,0.371,0.418,0.789,0.331,0.372,0.062,0.022,0.144,0.014,0.009,0.021,0.159,0.158,0.061,0.023,0.038
2018,0.321,0.416,0.488,"Oregon St.",0.155,0.119,0.167,0.904,1,1,1,1,0.166,0.036,3.29,0.234,0.087,2.697,3.95,0.225,0.315,0.32,0.635,0.309,0.325,0.084,0.024,0.169,0.008,0.023,0.024,0.183,0.098,0.049,0.015,0.077
2015,0.303,0.405,0.477,"Southeast Mo. St.",0.174,0.128,0.174,0.882,0,0,0,0,0.156,0.046,4.6,0.201,0.117,1.722,4.32,0.261,0.365,0.392,0.757,0.357,0.28,0.084,0.026,0.171,0.012,0.013,0.021,0.186,0.136,0.065,0.022,0.056
